skill_name,cluster_id,cluster_size
install passenger service units,3768,1
agree on repair arrangements,3773,1
design advocacy campaigns,1883,1
cervical screening,9160,1
write stress-strain analysis reports,7550,1
design building retrofitting solutions,1884,1
react to emergency situations in a live performance environment,8602,1
keep up to date with spa products,941,1
conduct radiotherapy computer planning,5715,1
public administration,6813,1
laws on the transportation of dangerous goods,2489,3
analyse information processes,3778,1
observe celestial objects,3544,1
analyse processes influencing health care delivery,3774,1
provide safeguarding to individuals,7562,1
manage mineral processing plant,3780,1
java (computer programming),7564,1
apply polishing lubricants,2361,2
ensure lawful business operations,8246,1
mobile device management,7565,1
sew underwear,6551,1
ensure equipment availability,7827,1
communicate commercial and technical issues in foreign languages,3777,1
diving vessels systems,3784,1
assess museum object condition,3595,1
road signage standards,1892,1
develop organisational information goals,6112,1
prepare documents for scanning,3148,2
maintain vessel safety and emergency equipment,493,5
aeroponics,3515,1
conduct research on reproductive medicine,243,2
detain offenders,6560,1
improve timber stands,9338,1
conduct cleaning in place,3540,1
prepare cleaning materials for window cleaning,6072,1
label samples,3791,1
sell vehicles,8951,1
coordinate coremaking shifts,5522,1
combination of textures,5925,1
provide healthcare services to patients in general medical practice,2763,2
bobath therapy,6313,1
assist with filling fuel tanks of vehicles,7586,1
put up price tags,4317,1
conduct textile testing operations,8798,2
arrange permit for market stall,3787,1
supervise daily information operations,9232,1
zero-energy building design,5091,1
manage information sources,7595,1
cope with unusual stimuli in the mortuary facility,3789,1
calculate purchasing levels of raw materials,3790,1
advise on music pedagogy,3232,1
advise customers on wood products,7599,1
assist with litigation matters,7600,1
dump contents into vat,5045,1
administer appointments,7585,1
aircraft marshalling signals,5798,1
collect biological data,4395,1
use it tools,5953,1
perform water testing procedures,7773,1
components of clocks,7606,1
report on environmental issues,5386,1
animate 3d organic forms,7589,1
monitor almond blanching process,3803,1
manage content development projects,538,2
work in shifts,3806,1
plot show control cues,5111,1
nuclear legislation,3796,1
musical instruments,3353,2
interpret religious texts,8549,1
restrict bridge traffic,7679,1
produce sustainable products,1933,2
decide on providing funds,6611,1
check quality of fruits and vegetables,7619,1
types of waxes,7620,1
collect biological samples from patients,7622,1
lead military troops,3810,1
sign income tax returns,1723,1
inflate sport balls,346,2
inventory management rules,3812,1
prepare infant formulae,7695,1
align efforts towards business development,1903,1
interpret prescriptions,7880,1
types of lifts,4675,1
diagnose diseases of the vascular system,3809,1
botany,6158,1
types of staining,5683,1
tend winding machines,2040,3
perform multiple tasks at the same time,1518,2
teach transport technology principles,7635,1
create floor plan template,4830,1
interpret electronic design specifications,7637,1
set up drip irrigation system,7441,1
labour market,2387,1
analyse call performance trends,3820,1
carry out nurse-led discharge,2530,1
documentation concerning meat production,3821,1
build fences,9103,1
cope with challenging demands,7645,1
keep up with current trends in psychotherapy,7798,1
travel bookings processes,7648,1
electrical discharge,7170,1
participate in health personnel training,6389,1
lead others,5315,1
trendwatching,7653,1
tackle issues that block academic progress,7716,1
examine damaged windshields,1888,2
contamination exposure regulations,8129,1
contact event speakers,7657,1
blockchain platforms,3824,1
writing style guides,7659,1
differentiate between maxillofacial tissues,7740,1
maintain database performance,9203,1
handwriting analysis,3907,1
develop data link services for navigation purposes,5304,1
protect wilderness areas,1820,3
instructional design models,3828,1
search for explosive devices,7723,1
collaborate in company's daily operations,3833,1
assess physical conditions of clients,1799,1
apply sustainability principles in health care,2404,1
prevent money laundering in gambling,7672,1
types of engraving needles,3835,1
record cylinders information,7673,1
tolerate strong smells,4244,1
close sales at auction,3837,1
age alcoholic beverages in vats,7669,1
assess integrated domotics systems,2584,1
switch tunnel boring machine modes,3838,1
screed concrete,3839,1
fish varieties,2522,1
materials engineering,2077,2
set up water pump,8725,1
commercial clothing glossary,9210,1
paint ship decks,7674,1
manage social crisis,7686,1
design heating and cooling emission systems,3842,1
perform wire wrapping,3843,1
handle spectator complaints,4982,1
feed the slate mixer,1918,1
feed soap chips machine,7693,1
use handbrake,3729,1
monitor political campaigns,589,3
interpret electromyograms,7697,1
optical manufacturing process,7900,1
monitor nature conservation,828,2
history of fashion,7700,1
prepare fish holding units,1764,1
breed dogs,7702,1
oversee warehouse value-added activities,7708,1
select lacquer ingredients,2911,1
basic chemicals,4411,1
telemarketing,3720,1
application process,3852,1
install lighting,3853,1
develop employee retention programs,3707,1
plan tiling,3856,1
software design methodologies,7750,1
emergent technologies,7794,1
climb trees,3857,1
implement mineral processes,2921,1
package fish,4948,1
monitor contractor performance,7310,2
keep track of shipment payments,7720,1
design customer experiences,6430,2
quality criteria for livestock feed production,3699,1
test tightness and pressure of refrigeration circuits,3854,1
operate explosives production equipment,6748,1
analyse the training market,5718,1
update language skills,4861,1
detect flaws in record,5284,1
build bodies for vehicles,5701,1
research improvement of crop yields,3863,1
manage storage operations,4118,1
maintain logistics databases,9170,1
seismic measurement techniques,7731,1
develop mine rehabilitation plan,7732,1
data mining methods,810,2
install structural glazing,3866,1
analyse ict technical proposals,3859,1
fit mechanised equipment,7737,1
set up pile helmets or sleeves,7822,1
intellectual property law,475,3
oversee guest laundry service,6802,1
replace large components,7744,1
revise translation works,966,2
set commercial strategies in vehicle showroom,805,2
coordinate assembling room in footwear manufacturing,595,4
prevent technical problems with scenic elements,3874,1
translate keywords into full texts,4964,1
play the piano,5912,1
configuration of the tote room hardware,3875,1
manual lymphatic drainage massage,4751,1
operate vacuum dewatering system,7756,1
"fish, crustacean and mollusc products",7738,1
stun animals,5087,1
liaise with local authorities,7760,1
perform technical tasks with great care,4123,1
use turning tools,7762,1
compile library lists,8985,1
announce bingo numbers,3882,1
aquatic resources biosecurity,7767,1
monitor ticketing,3873,1
safe horseback riding principles,2556,1
understand written bulgarian,2866,3
sew signatures,7795,1
control glass fibres flow,3876,1
iridology,1937,1
court procedures,1727,2
use shims,7853,1
manage the use of additives in food manufacturing,3887,1
theatre pedagogy,3888,1
assist in the organisation of school events,4702,1
answer incoming calls,7761,1
ensure material compliance,7781,1
participate in fashion shows,7782,1
biomedical techniques,3891,1
rhetoric,3929,1
manoeuvere and load small vessel,7785,1
tend sugar refinery equipment,5250,1
tend sweet making machines,7788,1
limburgish,3893,1
food homogenisation,886,2
clean building floors,3894,1
report defective manufacturing materials,4124,1
asset management,4404,1
quantitative sensory testing,3933,1
animal anatomy for food production,3896,1
interpret laboratory data in medical genetics,3069,1
mass customisation,6591,1
linq,6049,1
work with e-services available to citizens,3179,2
pack vegetables or fruits,5422,1
provide quality assurance for meteorological services+h40,7779,1
engine components,1775,2
variety of grapes,8673,1
types of insurance,7804,1
spark,5663,1
set up animation elements,7805,1
use genre painting techniques,7808,1
support witnesses,3903,1
study the relationships between quantities,3181,1
plaster surfaces,114,3
public health,6130,1
assist people in contaminated areas,1880,1
perform background research on writing subject,7812,1
handle cargo space on sale,7105,1
assess new farming technologies,7813,1
coordinate road haulage operations,5986,1
combine multiple fields of knowledge,1947,1
perform product testing,2078,2
decode handwritten texts,7264,1
define roadmap for blockchain in applications,7818,1
interpret languages in conferences,3908,1
identify available services,4892,1
emergency surgery,3910,1
engage with offenders,3145,2
convert currency,3961,1
operate tram controls,7825,1
address damage to paved surfaces in airports,3383,2
work in restoration team,3913,1
green water incubation technology,3902,1
introduce artist to potential employers,3577,1
install ssti system,7858,1
work with playwrights,3915,1
insert wick,7651,1
practice circus disciplines,1077,3
self-promote,6061,1
handle personal identifiable information,3917,1
manage gas transmission system,6444,1
perform haccp inspections for aquatic organisms,3906,1
use questioning techniques for assessment,1447,2
evaluate marketing content,8418,1
manage cellar stocks,7839,1
lead claim examiners,5105,1
conduct flight proficiency checks,7842,1
aquaculture legal documents,3920,1
provide pipe bedding,2201,1
gas contaminant removal processes,2613,1
install transport equipment batteries,3912,1
scala,4765,1
manage outsourced security,7846,1
distinguish fabrics,7848,1
rural development strategies,3914,1
store raw milk,1904,1
water consumption,5746,2
liaise with event sponsors,3925,1
present decorative drink displays,7837,1
operate ship propulsion system,3926,1
multimedia systems,7684,1
analyse shipping rates,8795,1
obtain healthcare user's medical status information,3928,1
evaluate broadcast programs,1963,1
implement risk management for works of art,5640,1
apply paper coating,1964,1
model mineral deposits,2075,2
formulate a treatment plan,671,3
media and information literacy,7863,1
type error-free documents,4432,1
types of pallets,4113,1
video-games functionalities,3743,1
repair lockable devices,6181,1
military weaponry,6326,1
evaluate mineral resources,3668,1
process refunds,5275,1
conduct land surveys,3936,1
spot metal imperfections,7864,1
inform on fiscal duties,7866,1
test ict queries,7876,1
research taxation procedures,7878,1
maintain relations with children's parents,3797,1
communicate with elderly groups,1966,1
pave asphalt layers,8856,1
maintain contractual information,3754,1
evaluate scientific data concerning medicines,5379,1
assign taxi fares,9073,1
provide interpreting services in tours,7884,1
nexpose,7945,1
create individual treatment programmes,7886,1
perform fast changeover,7877,1
maintain relationships with government agencies,7888,1
promote religious activities,7889,1
perform escalation procedure,4582,1
teach psychology,6782,1
sell hardware,349,2
promote innovative infrastructure design,8315,1
work in vocational school,6188,1
teach religious texts,1265,2
tend asphalt mixing machine,1939,2
manufacturer's instructions for electrical household appliances,5384,1
analyse clothing 3d prototypes,8080,1
implant brachytherapy treatments,3945,1
prepare tyres for vulcanization,5288,1
sell optical products,3477,1
perform scenes for filming,3946,1
traceability in food industry,7901,1
prepare energy performance contracts,5538,1
process qualitative information,3948,1
cultivate plankton,2265,2
malting process,7905,1
prepare digital art for master photograph,7899,1
operate rail grinder,3950,1
follow-up on healthcare users' treatment,6284,1
maintain equipment for non-alcoholic drinks,3952,1
promote the participation of citizens in scientific and research activities,7908,1
troubleshoot website,7904,1
arrange furniture,3717,1
book reviews,7964,1
manage time in agricultural production,1323,2
advise customers on smart homes technology,9311,1
assess candidates,4928,1
professional documentation in health care,5185,1
write signalling reports,7918,1
ensure compliance with noise standards,6903,1
use aeronautical mobile service communications,7915,1
direct airport subcontractors,3959,1
candle making techniques,7922,1
grading systems,8007,1
trade foreign currencies,4860,1
maintain finishing units,3987,1
operate hot glue gun,5043,1
provide advice on travel destinations,6690,1
perform diving interventions,6506,1
empathise with outdoor groups,3223,1
support fishery training procedures,1133,2
grind glass,3966,1
advise on haberdashery products,7632,1
edit dictated medical texts,4369,1
key risk indicators,7932,1
carry out shipping orders for parts,7936,1
commercial photography,4802,1
manage logistics pricing systems,3968,1
secure goods,5125,1
identify performers' needs,7940,1
prepare the floor for performance,7935,1
dispose of dead animals,9224,1
prepare exercise session,3971,1
immerse gemstones in chemical liquid,3969,1
operate concrete mixer truck,2872,2
green logistics,4801,1
operate wash plant,6740,1
types of lubricants,7949,1
analyse logistic needs,2786,1
develop waste management processes,1117,6
consult with stakeholders on implementation of a production,7173,1
install press dies,7991,1
prevent health and safety problems,1523,11
types of planing cutters,3652,1
mould vinyl records,4175,1
maintain order at scenes of accidents,7956,1
maintain correspondence records,3977,1
design database in the cloud,1988,1
market farm products,507,4
create project specifications,3979,1
circus aesthetics,1152,2
perform first fire intervention,7961,1
fit doors,5088,1
provide physical intimacy,3454,1
attend performances,3981,1
adapt lifestyle for sports performance,8729,1
parallel park vehicles,7967,1
state estimation,3919,1
cut pig's teeth,7983,1
graffiti removal techniques,7970,1
lepidoptery,5451,1
wild game meat food safety requirements,5536,1
monitor field surveys,7973,1
operate hooves trimming tools,4414,1
meet the requirements of social security reimbursement bodies,7987,1
verify visitor identification,2755,1
cleaning of reusable packaging,3993,1
select pattern material,4241,1
proxy servers,3989,1
handle children's problems,3988,1
skin animals,3995,1
identify emerging issues in humanitarian area,5328,1
procedural law,8828,1
maximise efficiency of crane operations,7984,1
supervise fruit production teams,3992,1
maintain breeding equipment,7997,1
risks of elevated advertising structures,3674,1
advise customers on delicatessen selection,4746,1
perform forensic preservations of digital devices,9006,1
interact verbally in yiddish,2270,2
manage outdoor resources,3996,1
raisin grapes,1891,1
communicate on merchandise visual display,1997,1
advise on childbirth,1393,2
provide neuromusculoskeletal therapy,3931,1
teach hospitality principles,3943,1
types of written press,4986,1
identify the dietetic professional quality of care,7998,1
detect bottlenecks,3998,1
cyber attack counter-measures,3898,1
operate call distribution system,3245,1
work out orchestral sketches,2003,1
oversee the presentation of vehicles in dealership,4000,1
political campaigning,1090,2
adjust sporting equipment,8004,1
plan water resource development,6258,1
advise on training courses,8872,1
perform pattern grading,3427,1
conclude business agreements,8529,1
apply scientific methods,8010,1
create data sets,3698,1
check cured rubber,329,2
stay up to date with social media,5224,1
process livestock organs,3356,1
play with children,6654,1
lams,1954,1
provide cost benefit analysis reports,7895,1
maintain chromotography machinery,4627,1
maintain microelectronics,6726,2
thermoplastic materials,6656,1
grant concessions,3068,1
study ancient inscriptions,7699,1
express yourself creatively,4009,1
promote products in advertisements,6045,1
neuroscience,8060,1
business valuation techniques,8935,1
operate hatchery recirculation system,4115,1
stay abreast of wine trends,8039,1
operate biogas meter,8024,1
collect fees for cloak room service,4011,1
apply air force procedures,4152,1
advise on acquisitions,4014,1
evaluate industrial hygiene,2006,1
adjust rotogravure press,3801,1
provide flock medical treatment,4015,1
forecast future ict network needs,8033,1
inspect soap production operating units,6553,1
issue waivers,4048,1
implement ict coding conventions,8054,1
replace tyres,977,2
tend hoist cement transfer equipment,8085,1
identify sources on potential target communities for art,5269,1
set standards for handling valuables,4021,1
design electronic systems,6422,1
types of boring heads,4371,1
perform tree thinning,6904,1
determine fire risks,4023,1
program a cnc controller,6568,1
food flavourings,9,2
analyse test data,6374,1
match goods with appropriate packaging according to security procedures,8052,1
restock towels,8091,1
establish investment funds,4744,1
analyse milled cocoa density,4026,1
filter liquids,8643,1
manage budgets for social services programs,4027,1
assess feeding behaviour of larvae,5555,1
calculate costs for animal embryo transfer,8057,1
review waste-treatment facilities construction plans,1831,2
determine cause of death,4029,1
monitor international market performance,6724,1
perform records management,4167,2
use rental management software,8064,1
monitor airport surveillance infrastructure,4031,1
sell lubricant cooling products for vehicles,4040,1
upsetting machine parts,4033,1
edge banding,4034,1
temper chocolate,2016,1
legal department processes,8072,1
perform backups,246,2
carry out orthoptic treatments,1050,3
create cooperation modalities,5240,1
digital systems,3840,1
digital game genres,4044,1
marker making,2021,1
synthesise clothing with accessories,4018,1
perform physico-chemical analysis to food materials,132,3
use techniques to increase patients' motivation,4041,1
adapt to different weather conditions,9125,1
consult with editor,4058,1
weigh merchandise,3451,1
innovate in ict,3727,1
manufacture male suits,7952,1
study human population,5128,1
ict accessibility standards,4045,1
educate on oral healthcare and disease prevention,918,2
sort cut parts of carcasses inside cooling compartments,8119,1
assess healthcare users' risk for harm,8094,1
report harvested fish production,3425,1
manage guest support services,4047,1
bioethics,9082,1
plan pilotage,4223,1
create banking accounts,8100,1
sell consumer electronics,4049,1
remove mixture excess,8108,1
manage multiple patients simultaneously,5850,1
design optical prototypes,4051,1
ensure annual safety inspections,2273,2
work with the director of photography,4052,1
monitor work site,4053,1
bake confections,4054,1
teach writing,2026,1
apply knowledge of social sciences and humanities,6488,1
differentiate honey depending on the origin,8112,1
mine safety legislation,4056,1
use abrasive wheel,8123,1
tape drywall,9288,1
develop military intelligence records,5827,1
evaluate interview reports,5281,1
use global distribution system,4061,1
maintain internet protocol configuration,8158,1
attach clock dials,2305,2
assess the patient's therapeutic needs,2030,1
consult information sources,3944,1
manage school budget,8662,1
analyse oil operations data,9010,1
monitor airworthiness certifications,6136,1
collect property financial information,4063,1
operate spreader,4055,1
follow procedures to control substances hazardous to health,5738,1
provide legal legitimacy to the transfer of assets,8137,1
woodworking processes,8132,1
assess risks of clients' assets,4065,1
manage ethical dilemmas in genetic testing,2466,1
build networks,8136,1
animal acquisition,4067,1
define an approach to your fight dicipline,8138,1
chinese,6860,4
social bonds,9041,1
apply crisis management,3046,2
use word processing software,8146,1
place orders for printed paper goods,8141,1
teach air cabin crew procedures,2798,1
verify distillation safety,4002,1
monitor compliance with licensing agreements,1794,2
self-service technologies in tourism,1725,1
ensure portion control,4148,1
prepare graves,2046,1
assist with vaccination procedures,4072,1
ensure law application,7592,1
disseminate general corporate information,8153,1
ensure sentence execution,2341,1
help performers internalise choreographic material,4074,1
set up stage decks,6823,1
motivate supporters,3191,2
train dogs,1060,2
coordinate events,4075,1
conform to cosmetics regulatory requirements,4076,1
cut raw footage digitally,8674,1
work with authors,2417,1
cast concrete rings,5102,1
trade union regulations,4078,1
assess the colour curing of tobacco leaves,6396,1
manage periodic calibration plans,8167,1
negotiate compromises,1371,3
tend wax bleaching machinery,8170,1
ibm websphere,8162,1
identify the health benefits of nutritional changes,4081,1
report anomalies in aircraft interiors,7029,1
capacity building,8166,1
clinical reports,8168,1
perform bilateral interpretation,5248,1
use internet chat,1993,1
history of philosophy,5149,1
apply gmp,8223,1
create master models,4085,1
distribution of heating cooling and hot water,4086,1
use intranet,8209,1
test safety strategies,480,2
grind meat,4091,1
advise customers on crafts,4088,1
prepare personal work environment,8130,1
liaise with genetic laboratories,1798,2
perform diagnostic testing for allergies,8193,1
provide specialised instruction for special needs students,4393,3
soak film in water,8186,1
select illustration styles,6505,1
assist forest survey crew,487,2
train employees,7609,1
follow ethical code of conduct in transport services,164,2
apply context specific clinical competences,3746,1
adjust tightness of pump components,8893,1
manage schedule of tasks,8194,1
prepare imposition,4480,1
conduct fish populations studies,4096,1
ensure smooth on board operations,4019,1
pack electronic equipment,5529,1
train military troops,7404,1
type of file,5689,1
mechanical composition of trams,4099,1
adapt to type of media,8213,1
control pyrotechnics stock,8202,1
principles of animation,4132,1
examine green coffee beans,8208,1
mark processed workpiece,4103,1
assemble sensors,8210,1
maintain edge banding machinery,3467,3
results-based management,5874,1
match food with wine,5845,1
design well for petroleum production,680,2
manage time in landscaping,4668,1
inspect stone surface,4108,1
transport pipes,4109,1
monasticism,8233,1
complementary and alternative medicine,4110,1
own management skills,3501,1
perform defensive driving,4111,1
use telescopic handlers,3503,1
ensure sanitation,915,3
maintain ship brightwork,4513,1
plant disease control,8230,1
analyse membership,8244,1
maintain lithographic printing plates,4114,1
plastic welding,1967,1
dance therapy,2056,1
write weather briefing,8452,1
montessori teaching principles,2189,3
sustainable finance,8251,1
maintain ict server,8234,1
monitor performers,8254,1
stamp v-belts,1861,1
take and analyse blood pressure,8293,1
cut wallpaper to size,4119,1
collect mapping data,3973,1
press rubberized fabrics,4121,1
perform follow-up on pipeline route services,8262,1
debt classification,49,2
develop plans related to the transfer of care,4122,1
handle animals for semen collection,4610,1
manipulate plaster,5126,1
development economics,3436,1
use reservoir surveillance,4131,1
define evaluation objectives and scope,7091,1
collaborate on costume and make-up for performances,4133,1
model electrical system,4126,1
write job descriptions,6242,1
evaluate animal pregnancy,2944,1
tend canning machine,9134,1
organise mail deliveries,4129,1
assess lameness in horses,2734,1
match vehicles with routes,8764,1
coordinate redecoration of hospitality establishment,4107,1
gemstones,1047,3
give feedback on changing circumstances,8282,1
establish an ict customer support process,6443,1
observe shots,4460,1
international convention for the prevention of pollution from ships,4190,1
manufacture of electrical wire products,8270,1
use capturing systems for live performance,4134,1
sommelier activities,6290,1
take advantage of learning opportunities in veterinary science,2674,2
types of paint,8274,1
observe freight shipment loaders,812,2
climb on railcars,8320,1
analyse goal progress,4145,1
biodiesel,5282,1
toys and games safety recommendations,4139,1
separate unstable elements in the water,2066,1
attend meetings,222,2
anticipate transport demand,4142,1
write specifications,8457,1
casino policies,1732,2
maritime electric drives,8288,1
use markup languages,4143,1
use techniques to improve wine features,8295,1
effect of water currents,8272,1
comply with timber trade code of conduct,4146,1
apply tools for content development,2072,1
manage technical resources stock,3029,1
ensure hotel security,738,2
ensure inspections of facilities,8296,1
handle the logistics of medicinal products,5098,1
carry out navigational calculations,6081,1
participatory decision-making,4153,1
use free typing techniques,2815,1
transpose music,6019,1
perform forensic accounting,4149,1
inspect paint quality,4168,2
manage ict data classification,4150,1
manage grant applications,8303,1
set inclusion policies,2924,1
below-the-line technique,5035,1
dispose of chemicals,4087,1
plan art educational activities,1692,3
distribute technical information on operation of vehicles,971,2
promote fitness customer referral,1096,2
international regulations for preventing collisions at sea,8312,1
develop program ideas,6578,1
encourage social service users to preserve their independence in their daily activities,6914,1
develop terminology databases,1776,1
check dangerous goods transport unit,8316,1
check processing parameters,5661,1
prune hedges and trees,4345,1
vehicle-to-everything technologies,4998,1
philosophy of mathematics,8332,1
design optical systems,979,3
animal positions,4166,1
inspect masonry work,4159,1
legal requirements related to ammunition,8322,1
comparative literature,2080,1
monitor fish mortality rates,4147,2
remove processed workpiece,3826,2
manage hospitality revenue,4650,1
maintain game area,4179,1
organise business documents,4164,1
manage fitness communication,4064,1
calculate quotations for security devices services,4158,1
establish high standards of collections care,9023,1
install image equipment,8348,1
develop communications strategies,566,2
evaluate environmental impact of personal behaviour,8336,1
apply glaze coating,5007,1
design original furniture,32,3
treat pain for veterinary patients,4169,1
draft styling schedule,8358,1
manage commercial risks,4170,1
influence of winds and currents in the steering of ships,8346,1
less,4687,1
legal requirements in the social sector,1696,2
store semen,361,2
evaluate library materials,6042,1
perform mathematical calculations in pest management,1392,1
breed insects,4783,1
secure parquet boards,9144,1
assemble pattern parts,8350,1
assess groundwater environmental impact,4174,1
support social service users to manage their financial affairs,4176,1
adjust burner controls,8370,1
watch scenes,4199,1
monitor growth rates of cultivated fish species,6712,1
use filters to dewater starch,8372,1
"maintain a safe, hygienic and secure working environment",4066,1
determine historic climate changes,1858,1
concepts of telecommunications,8362,1
manage scale-up experiments for manufacturing of products,2028,1
manage media services department,4180,1
brainstorm ideas,8364,1
monitor waiting list,3276,1
write dock records,4182,1
coordinate audio system programmes,3858,1
decide on insurance applications,4184,1
prepare flight dispatch release,8387,1
use theoretical marketing models,4185,1
orthopaedic manual physiotherapy,8373,1
physical science applied to paramedical practice,5134,1
treat exposure of dental pulp,8393,1
monitor pregnancy,8953,1
assess licence applications,5978,1
perform pcr covid test,4195,1
dig soil mechanically,4189,1
predictive maintenance,3087,1
prompt performers,6980,1
obtain relevant licenses,8384,1
install automation components,8578,1
sustainability consulting,8385,1
observe mixture characteristics,8388,1
use specialised design software,7982,1
advise on public image,6641,1
analog electronics theory,6097,1
teach public speaking principles,2615,1
acquire licences for the use of weapons,4936,1
patient safety theories,9020,1
monitor security procedures in warehouse operations,6356,1
prepare subgrade for road pavement,5603,1
evaluate genetic data,4587,1
train air force crew,8402,1
quote prices,2661,1
mix sound in a live situation,2074,1
apply caseload management,9146,1
administer hydrotherapy,2013,2
treat scalp conditions,7504,1
drive vehicles in processions,4233,1
printing plate making,4586,2
monitor freezing processes,4210,1
perform skin surgery,3753,1
prepare flambeed dishes,5146,1
deliver group sessions on nutrition,2102,1
survey sites for pipeline installation,8425,1
content marketing strategy,3986,1
meet productivity targets,4211,1
blackberry,6589,1
interpret diagnostic tests in otorhinolaryngology,2104,1
carry out psychiatric assessment of child,4409,1
manage inventory,973,4
improve conditions of second-hand merchandise,8426,1
specialise in an area of history,3252,1
manage dental emergencies,4212,1
run a projection,8434,1
distribute meals to patients,624,2
assist bottling,8435,1
store negatives,4213,1
organisational learning,4214,1
upsell products,8996,1
identify innovative concepts in packaging,8432,1
show consideration for student's situation,295,2
gather feedback from employees,4216,1
tend jigger machines,2311,1
develop plans related to client discharge,5175,1
operate cash register,8438,1
social media management,4218,1
manage vehicle cleaning plan,8440,1
meet contract specifications,4219,1
operate horticulture equipment,8442,1
landscaping materials,4221,1
froth flotation processes,4250,1
treat speech disorders,6146,2
adjust clay burning level,5545,1
formulate findings,6577,1
mobility as a service,4224,1
integrate new products in manufacturing,2111,1
monitor mine costs,7093,1
sparql,4302,1
model sets,1305,2
plan vehicle replacement,4234,1
develop alternative mining methods,2025,1
handle financial disputes,4226,1
prosthetic devices,8456,1
advise on pregnancies at risk,8458,1
select tactics for a football match,5121,1
puppet (tools for software configuration management),6814,1
participate in medical records' auditing activities,619,2
install floor coverings,5518,1
support employability of people with disabilities,4232,1
harness horses to carriage,2115,1
devops,8525,1
develop prop effects,9317,1
zoo exhibit design,2959,1
banking activities,2116,1
facilitate motor skill activities,4270,1
apply alternate wetting and drying techniques,8474,1
set prices of menu items,6960,1
berber,4236,1
employ cognitive behaviour treatment techniques,2117,1
educate public on road safety,8898,1
monitor textile manufacturing developments,4909,1
operate photoreactors,1871,1
flood remediation equipment,8480,1
demonstrate products' features,777,2
printing on large scale machines,8482,1
enter receipt of coffee inventory,3921,1
address aircraft mechanical issues,8486,1
community education,6593,1
disarm land mine,3830,1
perform take off and landing,6232,1
assemble cocktail garnishes,1213,2
manage findable accessible interoperable and reusable data,8503,1
oversee vineyard floor activities,2122,1
provide career counselling,3825,1
implement data warehousing techniques,668,2
balance disorders,5168,1
"make health, safety and environment assessments",8497,1
train staff in beer knowledge,3410,1
domain name service,5453,1
perform drug investigations,4249,1
manage time in furnace operations,4050,1
rewrite articles,3792,1
define costume materials,8504,1
place gypsum blocks,8512,1
maintain irrigation controllers,4228,1
maintain sprinkler systems,827,3
assess cocoa bean quality,1223,2
supervise doctoral students,8517,1
metal joining technologies,111,3
enlarge negatives,4016,1
fertiliser catalysts,4255,1
identify props,8514,1
kdevelop,8699,1
perform lectures,6143,1
ensure contract termination and follow-up,2524,1
plan schedule,8518,1
assist students with equipment,4258,1
e-commerce systems,6421,1
present during live broadcasts,8522,1
election law,4260,1
packaging functions,6346,1
interpret technical information for electronic repair work,4261,1
screen reader,2024,1
monitor vehicle fleet operations,4262,1
maintain plants' growth,4264,1
apl,4186,1
operate digester machine,5084,1
form operational strategies for law enforcement,3013,1
balance the project requirements with health and safety concerns,4706,1
set up automotive robot,8877,1
forecast timber production,4266,1
develop craft activities,4267,1
clean public areas,765,2
lacquer wood surfaces,1137,2
reduce tanning emissions,8556,1
use session border controller,8599,1
identify parts requested by customers,5830,1
orthoptics,8182,1
ensure adequate conditions in wine cellars,2134,1
nuclear energy,4271,1
use computer programs to improve patients' skills,5731,1
operate continuous miner,4277,1
perform upholstery repair,1846,1
prepare films for printing plates,8550,1
provide feedback to teachers,5286,1
apply requirements concerning manufacturing of food and beverages,4274,1
analyse unemployment rates,4834,1
operate laminating machine,8554,1
manage student relationships,8564,1
types of cargo,3118,1
plan spa services,4279,1
calculate tax,5956,1
client-centred counselling,4125,1
design drill programmes,2380,1
landscape architectural instruments,8628,1
clean contaminants from airport runways,4286,1
foreign affairs,4281,1
provide early intervention therapy to infants,8575,1
manage chronic health conditions,5058,1
install software,4769,1
ruby (computer programming),8928,1
coordinate flight schedules,3048,2
show entrepreneurial spirit,2946,1
store soap flakes,5285,1
check deliveries on receipt,4285,1
answer requests for quotation,8616,1
sell train tickets,6398,1
operate led-based panel signal boxes,4292,1
supervise game operations,3739,1
assess requirement for horseshoes,4288,1
"undertake procedures to meet requirements for flying aircraft heavier than 5,700 kg",8580,1
segregate raw materials,3648,1
advise patients on infectious diseases when travelling,5803,1
control kiln firing,3892,1
carry out security activities with a dog,8593,1
spectroscopy,5257,1
inform on the risks of substance and alcohol abuse,5676,1
plan workshop activity,1769,1
optical character recognition software,4297,1
log emergency call information electronically,8590,1
bolt engine parts,4294,1
maintain plan for continuity of operations,2822,1
led lighting components,8459,1
design process for blockchain-based systems,4296,1
evaluate prospective foster parents,5552,1
interpret current data,8598,1
address gender-related issues in family planning counselling,5653,1
colour grade images with digital intermediate,3766,1
assess the feasibility of implementing developments,1089,2
facilitate teamwork between students,8600,1
test ground system performance,4299,1
install carpet gripper adhesive,4300,1
react to events in time-critical environments,1825,1
grade candles,3667,1
assist vip guests,7174,1
swaging processes,2150,1
maintain reception area,5557,1
maintain stock supplies for guest cabin,8621,1
create a financial plan,5700,1
manage forest fires,2151,1
prepare sandwiches,8624,1
public housing legislation,8612,1
diagnose rheumatic diseases,4678,1
gather reference materials,3884,1
operate medical imaging equipment,4307,1
educate public on fire safety,5778,1
textile trends,2478,2
assess your competencies in leading community arts,4309,1
perform trellis repairs,4313,1
